HSR,ACT,GPA1,GPA2,GPA3,GPA4,GPA5,GPA6,GPA7,GPA8,,
-0.1438,-0.1761,1.2062,0.5306999999999999,1.0073,1.1672,1.7254,0.9471000000000001,-9.07E-02,0.1646 
0.5818,-0.444,0.3981,-0.927,0.2223,-0.4474,0.4313,0.6462,1.6335,1.1127 
-0.4115,-0.3635,-1.2364,-1.0229,-0.6366000000000001,-0.4238,0.4043,-1.8074,0.2026,-1.2771 
-0.1343,0.995,0.5423,-0.2903,5.42E-02,-0.4679,-0.329,-1.2723,-0.9448,-1.4973 
0.4984,0.6512,-0.9535,0.2428,1.0389,0.2981,3.96E-02,0.6842,1.5737,0.6687 
-0.4545,0.6405999999999999,0.8094,0.3885,-0.6847,-0.9302,-0.5837,-0.2299,-0.2691,4.02E-02 
-1.7324,-0.5492,-0.6837,-1.142,-1.1044,-1.49E-02,-0.4736,-1.8183,0.6145,0.6419 
-0.7521,-1.2698,0.9271,-0.3705,2.01E-02,0.1479,-6.99E-02,7.56E-02,9.710000000000001E-02,5.38E-02 
0.8314,-0.7653,-0.4984,2.62E-02,0.2793,0.6156,0.1865,-0.2325,6.E-03,1.1136 
0.4878,-0.5699,1.622,1.4405,-0.1664,0.9035,3.27E-02,0.5891999999999999,0.8836000000000001,-6.99E-02 
-0.3342,0.3573,1.2658,0.9006,7.3E-02,-1.3562,-0.3327,-0.9393,-6.88E-02,-1.0323 
1.8491,6.419999999999999E-02,0.3625,1.1017,0.8845,1.105,-0.948,0.9133,1.1893,1.0009 
0.6269,1.4216,0.907,1.3826,0.9249000000000001,1.1493,2.1054,0.6435999999999999,2.1289,0.541 
1.2653,0.7782,-0.3743,-1.1723,-2.6102,-0.639,-0.2388,-1.0014,-0.2121,-0.3931 
-0.4615,0.3724,-0.5131,-4.14E-02,1.3552,-0.4476,1.2298,0.9787,0.805,0.5149 
-0.7417,0.387,-0.5429,-0.2317,-0.2155,-0.2236,-1.0376,-0.184,0.8738,0.1295 
-0.6022999999999999,-0.7603,-1.6449,-1.3489,-2.0311,-2.3649,-2.313,-1.47,-2.9373,-2.4554 
1.5312,1.3999,0.8901,1.1137,1.9353,1.1382,1.1899,2.7121,0.7742,1.0054 
1.6414,0.9078000000000001,-8.49E-02,-0.2691,1.4392,1.0241,0.5825,0.7493,0.4714,1.8289 
0.7376,0.4669,5.02E-02,-0.3129,2.1777,1.7047,1.1914,0.1129,0.6267,-0.8709 
-1.1455,0.2113,0.8459,0.2554,-1.7564,-1.0118,0.5494,-0.2775,0.948,1.2521 
-1.8491,-0.6966,-7.23E-02,-0.3658,0.8535,-0.303,0.2672,1.4197,0.9165,1.9844 
-2.0597,-0.7029,-1.1619,-1.9415,-1.2037,-2.1566,-2.4893,-1.4038,-0.654,-1.3195 
-0.7752,0.43,-1.5149,-1.7156,-2.8291,-2.1199,-1.1919,-1.5701,-1.9282,-2.154 
-1.0375,1.2534,1.0901,0.6719000000000001,-0.4046,0.6338,-1.0911,1.2315,-0.777,-0.4666 
-0.4476,0.7437,0.5752,0.7251,0.4224,0.8120000000000001,0.5151,2.7E-03,-0.2264,-0.1176 
1.0483,1.4466,-7.66E-02,-0.4958,0.5637,-0.1331,-0.3083,0.3532,-0.3506,9.93E-02 
0.3911,1.4118,0.5575,-0.27,0.6493,1.1436,1.8191,1.9366,2.3738,2.0915 
-1.073,0.3223,0.1723,0.6733,0.4384,0.2313,0.1654,0.445,-0.9517,-8.699999999999999E-03 
-6.19E-02,0.4606,-0.4304,-9.15E-02,-0.6153,-1.2026,0.5393,1.9519,5.47E-02,0.1158 
0.3128,0.8868,1.3424,1.1328,0.4087,0.8433,0.3922,0.1416,1.47,2.5332 
-0.1248,-1.3985,1.3103,2.9629,0.1212,-0.1066,0.3488,0.5114,-0.7017,0.8038999999999999 
-1.0429,-9.89E-02,-1.4286,-1.7213,-1.7169,-1.2874,-1.8854,-0.2688,-0.9912,-1.9317 
-0.8515,0.7782,2.1972,2.131,0.9567,2.4295,1.8206,1.0953,0.6125,1.3098 
-0.9453,-0.7813,-1.0235,-1.6936,-1.9475,0.2907,-1.6286,-2.1951,-2.0225,-1.9368 
-1.9541,-0.4252,0.1119,-0.4463,-0.2858,0.7628,0.704,1.9278,0.6187,7.09E-02 
0.4218,0.1287,1.179,0.5028,1.5697,-0.4265,0.9906,1.2586,-0.2092,1.6435 
0.6193,1.762,0.1656,-0.8573,-3.89E-02,-1.3039,-0.8649,-0.3333,-0.5218,-0.1516 
0.4355,-1.0257,0.2204,2.4206,-0.176,-0.6883,0.2401,-1.3499,-1.7883,0.6252 
0.4597,-0.9443,0.7108,0.3122,1.1224,1.3355,-0.1156,-0.7583,-0.1595,0.184 
0.1106,-0.4453,0.9079,0.6422,0.9567,1.52,0.7814,1.1349,1.8059,1.105 
1.0814,1.2669,0.5325,0.9972,1.2552,2.5853,1.8337,2.0519,1.4779,0.1466 
1.2212,1.5133,0.861,1.1829,2.0658,1.9502,0.896,1.5111,0.842,0.2927 
1.17,-1.0398,2.7438,-0.2181,1.0358,0.8595,2.2147,1.3974,1.7308,1.3114 
-0.4684,-2.03E-02,0.1287,0.2824,1.099,1.2111,0.5595,-0.8778,-1.6669,0.5413 
1.0402,-0.5723,0.68,1.1963,0.6391,0.1488,0.736,1.0348,0.2757,1.2398 
1.1638,1.2737,0.9318,1.9555,0.7725,0.7675999999999999,1.6928,1.0704,-0.5433,1.5267 
1.1071,0.6618000000000001,-0.2317,0.6116,2.1752,0.4071,0.367,1.6283,-0.1642,0.7161 
-0.2735,1.3689,-0.1118,0.3754,1.432,2.585,0.884,0.3514,2.192,1.1803 
